ID,DATA_LAYER,SRC_STM_NM,FIELD_NM,TBL_NM,FIELD_CODE,FIELD_DESC,FLD_LENGTH,FLD_SEQ_NUM,DATA_TP,JIE_BUCKET_KEY_FLAG,BUCKET_KEY_FLAG,PARTITION_KEY_FLAG,PRIMARY_KEY_FLAG,FLD_SCALE,ROW_KEY_SEQ_NUM,IS_NULL,IS_AMOUNT,IS_CODE,LST_UPDT_DT,VERSION,TB_ID,PARTION_WAY,IS_ENABLE
5104,,SOR,IDV_ORG_F,AGT_LN_RPYMT_RGST_DTL,IDV_ORG_F,公私标志,8,10,BIGINT,,,,,,,Y,,1,,,1,NONE,1
5105,,SOR,RPYMT_AC_AR_ID,AGT_LN_RPYMT_RGST_DTL,RPYMT_AC_AR_ID,还款账户标识,32,11,CHARACTER,,,,,,,Y,,,,,1,NONE,1
5106,,SOR,RPYMT_CHNL_TP_ID,AGT_LN_RPYMT_RGST_DTL,RPYMT_CHNL_TP_ID,归还渠道,8,12,BIGINT,,,,,,,Y,,1,,,1,NONE,1
5107,,SOR,RPYMT_MED_TP_ID,AGT_LN_RPYMT_RGST_DTL,RPYMT_MED_TP_ID,归还方式,8,13,BIGINT,,,,,,,Y,,1,,,1,NONE,1
5108,,SOR,RPYMT_DT,AGT_LN_RPYMT_RGST_DTL,RPYMT_DT,还款日期,4,14,DATE,,,,,,,Y,,,,,1,NONE,1
5109,,SOR,RPYMT_SEQ_NO,AGT_LN_RPYMT_RGST_DTL,RPYMT_SEQ_NO,还款序号,2,15,SMALLINT,,,,,,,Y,,,,,1,NONE,1
5110,,SOR,RPYMT_AMT,AGT_LN_RPYMT_RGST_DTL,RPYMT_AMT,归还金额,20,16,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5111,,SOR,RPYMT_CMPD_INT_AMT,AGT_LN_RPYMT_RGST_DTL,RPYMT_CMPD_INT_AMT,归还复息,20,17,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5112,,SOR,ETL_FL_NM,AGT_LN_RPYMT_RGST_DTL,ETL_FL_NM,数据源表,128,18,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5113,,SOR,PPN_TMSTAMP,AGT_LN_RPYMT_RGST_DTL,PPN_TMSTAMP,加载时间戳,10,19,TIMESTAMP,,,,,,,Y,,,,,1,NONE,1
5114,,SOR,SRC_STM_ID,AGT_LN_RPYMT_RGST_DTL,SRC_STM_ID,源系统ID,8,20,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5115,,SOR,JOB_SEQ_ID,AGT_LN_RPYMT_RGST_DTL,JOB_SEQ_ID,数据平台作业序列号,4,21,INTEGER,,,,,,,Y,,,,,1,NONE,1
5116,,SOR,LAST_ETL_ACG_DT,AGT_LN_RPYMT_RGST_DTL,LAST_ETL_ACG_DT,ETL更新日期,4,22,DATE,,,,,,,Y,,,,,1,NONE,1
5117,,SOR,DEL_F,AGT_LN_RPYMT_RGST_DTL,DEL_F,删除标志,2,23,SMALLINT,,,,,,,Y,,,,,1,NONE,1
5118,,SOR,LOAN_AR_ID,AGT_LN_RPYMT_RGST_DTL,LOAN_AR_ID,借据编号,32,0,CHARACTER,,,,1,,,N,,,,,1,NONE,1
5119,,SOR,SND_OU_IP_ID,AGT_LN_RPYMT_RGST_DTL,SND_OU_IP_ID,发送机构,20,1,CHARACTER,,,,2,,,N,,,,,1,NONE,1
5120,,SOR,DLQ_DT,AGT_LN_RPYMT_RGST_DTL,DLQ_DT,欠款日期,4,2,DATE,,,,3,,,N,,,,,1,NONE,1
5121,,SOR,RPYMT_TP_ID,AGT_LN_RPYMT_RGST_DTL,RPYMT_TP_ID,还款类型,8,3,BIGINT,,,,4,,,N,,1,,,1,NONE,1
5122,,LOAN,OCCURDATE,TRANSFER_INFO,OCCURDATE,发生日期,10,1,VARCHAR,,,,2,,,N,,,,,1,NONE,1
5123,,LOAN,TRANSUM,TRANSFER_INFO,TRANSUM,转让金额,24,2,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5124,,LOAN,TRANRATE,TRANSFER_INFO,TRANRATE,转让利率,24,3,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5125,,LOAN,TRANMATURITY,TRANSFER_INFO,TRANMATURITY,回购日期,10,4,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5126,,LOAN,ORGID,TRANSFER_INFO,ORGID,机构,40,5,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5127,,LOAN,TRANTYPE,TRANSFER_INFO,TRANTYPE,转让类型,1,6,VARCHAR,,,,3,,,N,,1,,,1,NONE,1
5128,,LOAN,TRANSUBJ,TRANSFER_INFO,TRANSUBJ,交易归属科目,10,7,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5129,,LOAN,CONTRACTSERIALNO,TRANSFER_INFO,CONTRACTSERIALNO,合同序列号,32,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5130,,LOAN,LAST_ETL_ACG_DT,TRANSFER_INFO,LAST_ETL_ACG_DT,,4,9,DATE,,,,,,,Y,,,,,1,NONE,1
5131,,LOAN,DEL_F,TRANSFER_INFO,DEL_F,,2,10,SMALLINT,,,,,,,Y,,,,,1,NONE,1
5132,,LOAN,RELATIVESERIALNO,TRANSFER_INFO,RELATIVESERIALNO,关联流水号,50,0,VARCHAR,,1,,1,,,N,,,,,1,NONE,1
5133,,LOAN,OBJECTTYPE,GUARANTY_RELATIVE,OBJECTTYPE,对象类型,18,0,VARCHAR,,,,1,,,N,,1,,,1,NONE,1
5134,,LOAN,OBJECTNO,GUARANTY_RELATIVE,OBJECTNO,对象编号,40,1,VARCHAR,,1,,2,,,N,,,,,1,NONE,1
5135,,LOAN,CONTRACTNO,GUARANTY_RELATIVE,CONTRACTNO,担保合同编号,32,2,VARCHAR,,,,3,,,N,,,,,1,NONE,1
5136,,LOAN,GUARANTYID,GUARANTY_RELATIVE,GUARANTYID,担保物编号,32,3,VARCHAR,,,,4,,,N,,,,,1,NONE,1
5137,,LOAN,CHANNEL,GUARANTY_RELATIVE,CHANNEL,数据来源渠道,18,4,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5138,,LOAN,STATUS,GUARANTY_RELATIVE,STATUS,他项权证状态,18,5,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5139,,LOAN,OTHERSRIGHTID,GUARANTY_RELATIVE,OTHERSRIGHTID,他项权证号,32,6,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5140,,LOAN,GUARANTYSUM,GUARANTY_RELATIVE,GUARANTYSUM,担保债权金额,32,7,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5141,,LOAN,DESCRIBE,GUARANTY_RELATIVE,DESCRIBE,他项权证内容,200,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5142,,LOAN,PAYORDER,GUARANTY_RELATIVE,PAYORDER,受偿次序,18,9,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5143,,LOAN,TYPE,GUARANTY_RELATIVE,TYPE,数据来源类型,18,10,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5144,,LOAN,LAST_ETL_ACG_DT,GUARANTY_RELATIVE,LAST_ETL_ACG_DT,,4,11,DATE,,,,,,,Y,,,,,1,NONE,1
5145,,LOAN,DEL_F,GUARANTY_RELATIVE,DEL_F,,2,12,SMALLINT,,,,,,,Y,,,,,1,NONE,1
5146,,LOAN,OWNERID,GUARANTY_INFO,OWNERID,权属人编号,40,3,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5147,,LOAN,OWNERNAME,GUARANTY_INFO,OWNERNAME,权属人名称,80,4,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5148,,LOAN,OWNERTYPE,GUARANTY_INFO,OWNERTYPE,权属人类型,20,5,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5149,,LOAN,RATE,GUARANTY_INFO,RATE,权属人权益比例,24,6,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5150,,LOAN,GUARANTYID,GUARANTY_INFO,GUARANTYID,担保物编号,40,0,VARCHAR,,1,,1,,,N,,,,,1,NONE,1
5151,,LOAN,GUARANTYTYPE,GUARANTY_INFO,GUARANTYTYPE,担保物类型,20,1,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5152,,LOAN,GUARANTYSTATUS,GUARANTY_INFO,GUARANTYSTATUS,担保物状态,20,2,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5153,,LOAN,CUSTGUARANTYTYPE,GUARANTY_INFO,CUSTGUARANTYTYPE,客户担保物类型,20,7,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5154,,LOAN,RELATIVEACCOUNT,GUARANTY_INFO,RELATIVEACCOUNT,核心相关账号,40,9,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5155,,LOAN,GUARANTYRIGHTID,GUARANTY_INFO,GUARANTYRIGHTID,权证号,40,10,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5156,,LOAN,OTHERGUARANTYRIGHT,GUARANTY_INFO,OTHERGUARANTYRIGHT,他项权证号,40,11,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5157,,LOAN,GUARANTYNAME,GUARANTY_INFO,GUARANTYNAME,担保物名称,80,12,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5158,,LOAN,GUARANTYSUBTYPE,GUARANTY_INFO,GUARANTYSUBTYPE,担保物子类型,20,13,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5159,,LOAN,GUARANTYOWNWAY,GUARANTY_INFO,GUARANTYOWNWAY,担保物获取方式,20,14,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5160,,LOAN,GUARANTYUSING,GUARANTY_INFO,GUARANTYUSING,担保物使用状况,200,15,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5161,,LOAN,GUARANTYLOCATION,GUARANTY_INFO,GUARANTYLOCATION,担保物地点位置,200,16,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5162,,LOAN,GUARANTYAMOUNT,GUARANTY_INFO,GUARANTYAMOUNT,担保物数量,24,17,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5163,,LOAN,GUARANTYAMOUNT1,GUARANTY_INFO,GUARANTYAMOUNT1,担保物度量1,24,18,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5164,,LOAN,GUARANTYAMOUNT2,GUARANTY_INFO,GUARANTYAMOUNT2,担保物度量2,24,19,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5165,,LOAN,GUARANTYRESOUCE,GUARANTY_INFO,GUARANTYRESOUCE,担保物生产源,80,20,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5166,,LOAN,SUBJECTNO,GUARANTY_INFO,SUBJECTNO,行内担保物科目号,40,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5167,,LOAN,ABOUTOTHERID1,GUARANTY_INFO,ABOUTOTHERID1,担保物其他相关号码1,40,25,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5168,,LOAN,ABOUTOTHERID2,GUARANTY_INFO,ABOUTOTHERID2,担保物其他相关号码2,40,26,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5169,,LOAN,ABOUTOTHERID3,GUARANTY_INFO,ABOUTOTHERID3,担保物其他相关号码3,40,27,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5170,,LOAN,ABOUTOTHERID4,GUARANTY_INFO,ABOUTOTHERID4,担保物其他相关号码4,40,28,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5171,,LOAN,PURPOSE,GUARANTY_INFO,PURPOSE,用途,1000,29,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5172,,LOAN,ABOUTSUM1,GUARANTY_INFO,ABOUTSUM1,相关金额1,24,30,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5173,,LOAN,ABOUTSUM2,GUARANTY_INFO,ABOUTSUM2,相关金额2,24,31,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5174,,LOAN,ABOUTRATE,GUARANTY_INFO,ABOUTRATE,相关比率,24,32,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5175,,LOAN,GUARANTYANA,GUARANTY_INFO,GUARANTYANA,担保物分析,200,33,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5176,,LOAN,GUARANTYPRICE,GUARANTY_INFO,GUARANTYPRICE,担保物原价值,24,34,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5177,,LOAN,GUARANTYDATE,GUARANTY_INFO,GUARANTYDATE,担保物生产日期,80,21,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5178,,LOAN,BEGINDATE,GUARANTY_INFO,BEGINDATE,开始拥有时间,10,22,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5179,,LOAN,OWNERTIME,GUARANTY_INFO,OWNERTIME,占有时间,80,23,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5180,,LOAN,GUARANTYDESCRIPT,GUARANTY_INFO,GUARANTYDESCRIPT,担保物描述,200,24,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5181,,LOAN,GUARANTYRATE,GUARANTY_INFO,GUARANTYRATE,抵押率（%）,24,41,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5182,,LOAN,THIRDPARTY1,GUARANTY_INFO,THIRDPARTY1,第三方1,200,42,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5183,,LOAN,THIRDPARTY2,GUARANTY_INFO,THIRDPARTY2,第三方2,200,43,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5184,,LOAN,GUARANTYDESCRIBE3,GUARANTY_INFO,GUARANTYDESCRIBE3,担保物描述3,200,47,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5185,,LOAN,FLAG1,GUARANTY_INFO,FLAG1,是否1,20,48,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5186,,LOAN,FLAG2,GUARANTY_INFO,FLAG2,是否2,20,49,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5187,,LOAN,EVALMETHOD,GUARANTY_INFO,EVALMETHOD,担保物价值评估方式,20,35,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5188,,LOAN,EVALORGID,GUARANTY_INFO,EVALORGID,评估单位代码,40,36,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5189,,LOAN,EVALORGNAME,GUARANTY_INFO,EVALORGNAME,评估单位名称,80,37,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5190,,LOAN,EVALDATE,GUARANTY_INFO,EVALDATE,评估日期,10,38,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5191,,LOAN,EVALNETVALUE,GUARANTY_INFO,EVALNETVALUE,评估值,24,39,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5192,,LOAN,CONFIRMVALUE,GUARANTY_INFO,CONFIRMVALUE,认定价值,24,40,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5193,,LOAN,FLAG4,GUARANTY_INFO,FLAG4,是否4,20,51,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5194,,LOAN,GUARANTYREGNO,GUARANTY_INFO,GUARANTYREGNO,抵押登记编号,40,52,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5195,,LOAN,GUARANTYREGORG,GUARANTY_INFO,GUARANTYREGORG,抵押登记机关,80,53,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5196,,LOAN,GUARANTYREGDATE,GUARANTY_INFO,GUARANTYREGDATE,抵押登记日期,10,54,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5197,,LOAN,FLAG3,GUARANTY_INFO,FLAG3,是否3,20,50,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5198,,LOAN,GUARANTYWODATE,GUARANTY_INFO,GUARANTYWODATE,抵押登记注销日期,10,55,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5199,,LOAN,INSURECERTNO,GUARANTY_INFO,INSURECERTNO,抵押物保险单编号,40,56,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5200,,LOAN,OTHERASSUMPSIT,GUARANTY_INFO,OTHERASSUMPSIT,其它特别约定,200,57,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5201,,LOAN,INPUTORGID,GUARANTY_INFO,INPUTORGID,登记机构,40,58,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5202,,LOAN,INPUTUSERID,GUARANTY_INFO,INPUTUSERID,登记人,40,59,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5203,,LOAN,INPUTDATE,GUARANTY_INFO,INPUTDATE,登记日期,10,60,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5204,,LOAN,UPDATEUSERID,GUARANTY_INFO,UPDATEUSERID,更新人,40,61,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5205,,LOAN,UPDATEDATE,GUARANTY_INFO,UPDATEDATE,更新日期,10,62,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5206,,LOAN,REMARK,GUARANTY_INFO,REMARK,备注,1000,63,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5207,,LOAN,SAPVOUCHTYPE,GUARANTY_INFO,SAPVOUCHTYPE,sap抵质押物类型,20,64,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5208,,LOAN,LOANCARDNO,GUARANTY_INFO,LOANCARDNO,权属人贷款卡编号,32,67,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5209,,LOAN,GUARANTYCURRENCY,GUARANTY_INFO,GUARANTYCURRENCY,抵/质押币种,18,68,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5210,,LOAN,EVALCURRENCY,GUARANTY_INFO,EVALCURRENCY,评估币种,18,69,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5211,,LOAN,ISINCUPDATA,GUARANTY_INFO,ISINCUPDATA,是否存在在卡系统中,1,70,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5212,,LOAN,CAPITALSUM,GUARANTY_INFO,CAPITALSUM,资产总额（人民币元）,24,71,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5213,,LOAN,LIABILITIESSUM,GUARANTY_INFO,LIABILITIESSUM,负债总额（人民币元）,24,72,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5214,,LOAN,YEARSALESUM,GUARANTY_INFO,YEARSALESUM,本年度销售额（人民币元）,24,73,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5215,,LOAN,YEARPROFITSUM,GUARANTY_INFO,YEARPROFITSUM,本年度利润总额（人民币元）,24,74,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5216,,LOAN,LOANRELATION,GUARANTY_INFO,LOANRELATION,与借款人关系,18,75,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5217,,LOAN,GUARANTYDESIRE,GUARANTY_INFO,GUARANTYDESIRE,担保意愿评价,18,76,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5218,,LOAN,GUARANTYEFFECT,GUARANTY_INFO,GUARANTYEFFECT,担保作用,18,77,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5219,,LOAN,CHANGKOUBALANCE,GUARANTY_INFO,CHANGKOUBALANCE,担保人在我行未结清敞口余额,24,78,DECIMAL,,,,,,,Y,,,,,1,NONE,1
5220,,LOAN,OWNERID1,GUARANTY_INFO,OWNERID1,权属人1编号,32,79,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5221,,LOAN,CERTTYPE,GUARANTY_INFO,CERTTYPE,权属人证件类型,18,65,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5222,,LOAN,CERTID,GUARANTY_INFO,CERTID,权属人证件号码,32,66,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5223,,LOAN,OWNERID2,GUARANTY_INFO,OWNERID2,权属人2编号,32,83,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5224,,LOAN,OWNERNAME2,GUARANTY_INFO,OWNERNAME2,权属人2名称,80,84,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5225,,LOAN,CERTTYPE2,GUARANTY_INFO,CERTTYPE2,权属人2证件类型,18,85,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5226,,LOAN,CERTID2,GUARANTY_INFO,CERTID2,权属人2证件号码,32,86,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5227,,LOAN,OTHEROWNERNAME,GUARANTY_INFO,OTHEROWNERNAME,其他权属人,1000,87,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5228,,LOAN,CASHABILITY,GUARANTY_INFO,CASHABILITY,变现能力,18,88,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5229,,LOAN,GUARANTYPICTURE,GUARANTY_INFO,GUARANTYPICTURE,抵押物有无拍照,2,89,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5230,,LOAN,UPDATEORGID,GUARANTY_INFO,UPDATEORGID,更新机构,32,90,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5231,,LOAN,GURANGTYBEGINDATE,GUARANTY_INFO,GURANGTYBEGINDATE,抵质押权登记起始日期,10,91,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5232,,LOAN,GURANGTYENDDATE,GUARANTY_INFO,GURANGTYENDDATE,抵质押权登记到期日期,10,92,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5233,,LOAN,LAST_ETL_ACG_DT,GUARANTY_INFO,LAST_ETL_ACG_DT,,4,93,DATE,,,,,,,Y,,,,,1,NONE,1
5234,,LOAN,DEL_F,GUARANTY_INFO,DEL_F,,2,94,SMALLINT,,,,,,,Y,,,,,1,NONE,1
5235,,LOAN,OWNERNAME1,GUARANTY_INFO,OWNERNAME1,权属人1名称,80,80,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5236,,LOAN,CERTTYPE1,GUARANTY_INFO,CERTTYPE1,权属人1证件类型,18,81,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5237,,LOAN,CERTID1,GUARANTY_INFO,CERTID1,权属人1证件号码,32,82,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5238,,LOAN,THIRDPARTY3,GUARANTY_INFO,THIRDPARTY3,第三方3,200,44,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5239,,LOAN,GUARANTYDESCRIBE1,GUARANTY_INFO,GUARANTYDESCRIBE1,担保物描述1,200,45,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5240,,LOAN,GUARANTYDESCRIBE2,GUARANTY_INFO,GUARANTYDESCRIBE2,担保物描述2,200,46,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5241,,LOAN,SERIALNO,GUARANTY_CONTRACT,SERIALNO,合同流水号,40,0,VARCHAR,,1,,1,,,N,,1,,,1,NONE,1
5242,,LOAN,CONTRACTTYPE,GUARANTY_CONTRACT,CONTRACTTYPE,合同类型,20,1,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5243,,LOAN,GUARANTYTYPE,GUARANTY_CONTRACT,GUARANTYTYPE,担保类型,20,2,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5244,,LOAN,GUARANTORNAME,GUARANTY_CONTRACT,GUARANTORNAME,担保人名称,80,10,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5245,,LOAN,CREDITORGID,GUARANTY_CONTRACT,CREDITORGID,债权人机构代码,40,11,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5246,,LOAN,CREDITORGNAME,GUARANTY_CONTRACT,CREDITORGNAME,债权人机构名称,80,12,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5247,,LOAN,GUARANTYCURRENCY,GUARANTY_CONTRACT,GUARANTYCURRENCY,担保币种,20,13,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5248,,LOAN,GUARANTYVALUE,GUARANTY_CONTRACT,GUARANTYVALUE,担保总金额,24,14,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
5249,,LOAN,CONTRACTSTATUS,GUARANTY_CONTRACT,CONTRACTSTATUS,合同状态,20,3,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5250,,LOAN,CONTRACTNO,GUARANTY_CONTRACT,CONTRACTNO,担保合同编号,80,4,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5251,,LOAN,SIGNDATE,GUARANTY_CONTRACT,SIGNDATE,协议签定日期,10,5,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5252,,LOAN,BEGINDATE,GUARANTY_CONTRACT,BEGINDATE,合同生效日,10,6,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5253,,LOAN,ENDDATE,GUARANTY_CONTRACT,ENDDATE,合同到期日,10,7,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5254,,LOAN,CUSTOMERID,GUARANTY_CONTRACT,CUSTOMERID,客户号,40,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5255,,LOAN,GUARANTORID,GUARANTY_CONTRACT,GUARANTORID,担保人编号,40,9,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5256,,LOAN,INPUTDATE,GUARANTY_CONTRACT,INPUTDATE,登记日期,10,25,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5257,,LOAN,GUARANTYINFO,GUARANTY_CONTRACT,GUARANTYINFO,担保物概况,200,15,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5258,,LOAN,OTHERDESCRIBE,GUARANTY_CONTRACT,OTHERDESCRIBE,其它特别约定,500,16,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5259,,LOAN,CHECKGUARANTY,GUARANTY_CONTRACT,CHECKGUARANTY,核保时间,20,17,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5260,,LOAN,RECEPTION,GUARANTY_CONTRACT,RECEPTION,接待人姓名,80,18,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5261,,LOAN,RECEPTIONDUTY,GUARANTY_CONTRACT,RECEPTIONDUTY,接待人职务,80,19,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5262,,LOAN,GUARANRYOPINION,GUARANTY_CONTRACT,GUARANRYOPINION,担保意见,200,20,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5263,,LOAN,CHECKGUARANTYMAN1,GUARANTY_CONTRACT,CHECKGUARANTYMAN1,核保人（一）,80,21,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5264,,LOAN,CHECKGUARANTYMAN2,GUARANTY_CONTRACT,CHECKGUARANTYMAN2,核保人（二）,80,22,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5265,,LOAN,INPUTORGID,GUARANTY_CONTRACT,INPUTORGID,登记机构,40,23,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5266,,LOAN,INPUTUSERID,GUARANTY_CONTRACT,INPUTUSERID,登记人,40,24,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5267,,LOAN,UPDATEUSERID,GUARANTY_CONTRACT,UPDATEUSERID,更新人,40,26,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5268,,LOAN,UPDATEDATE,GUARANTY_CONTRACT,UPDATEDATE,更新日期,10,27,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5269,,LOAN,REMARK,GUARANTY_CONTRACT,REMARK,备注,250,28,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5270,,LOAN,CERTTYPE,GUARANTY_CONTRACT,CERTTYPE,担保人证件类型,20,29,VARCHAR,,,,,,,Y,,1,,,1,NONE,1
5271,,LOAN,CERTID,GUARANTY_CONTRACT,CERTID,担保人证件号码,40,30,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5272,,LOAN,OTHERNAME,GUARANTY_CONTRACT,OTHERNAME,其他名称,80,31,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5273,,LOAN,LOANCARDNO,GUARANTY_CONTRACT,LOANCARDNO,担保人贷款卡编号,32,32,VARCHAR,,,,,,,Y,,,,,1,NONE,1
5274,,LOAN,GUARANTEEFORM,GUARANTY_CONTRACT,GUARANTEEFORM,保证担保形式,18,33,VARCHAR,,,,,,,Y,,,,,1,NONE,1
