ID,DATA_LAYER,SRC_STM_NM,FIELD_NM,TBL_NM,FIELD_CODE,FIELD_DESC,FLD_LENGTH,FLD_SEQ_NUM,DATA_TP,JIE_BUCKET_KEY_FLAG,BUCKET_KEY_FLAG,PARTITION_KEY_FLAG,PRIMARY_KEY_FLAG,FLD_SCALE,ROW_KEY_SEQ_NUM,IS_NULL,IS_AMOUNT,IS_CODE,LST_UPDT_DT,VERSION,TB_ID,PARTION_WAY,IS_ENABLE
4210,,SOR,SEQ_NO,TFR_TXN_DTL,SEQ_NO,序列号,32,1,VARCHAR,,1,,2,,,N,,,,,1,NONE,1
4211,,SOR,TFR_TP_ID,TFR_TXN_DTL,TFR_TP_ID,转账类型,8,2,BIGINT,,,,3,,,N,,1,,,1,NONE,1
4212,,SOR,TXN_DT,TFR_TXN_DTL,TXN_DT,交易日期,4,0,DATE,,,,1,,,N,,,,,1,NONE,1
4213,,SOR,OU_IP_ID,TFR_TXN_DTL,OU_IP_ID,机构ID,20,3,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4214,,SOR,TXN_SBJ_ID,TFR_TXN_DTL,TXN_SBJ_ID,交易归属科目,10,4,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4215,,SOR,BUY_BACK_DT,TFR_TXN_DTL,BUY_BACK_DT,回购日期,4,5,DATE,,,,,,,Y,,,,,1,NONE,1
4216,,SOR,TFR_INT_RT,TFR_TXN_DTL,TFR_INT_RT,转让利率,8,6,DECIMAL,,,,,,,Y,,,,,1,NONE,1
4217,,SOR,TFR_AMT,TFR_TXN_DTL,TFR_AMT,发生额,26,7,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4218,,SOR,AR_SN,TFR_TXN_DTL,AR_SN,合同序列号,32,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4219,,SOR,ETL_FL_NM,TFR_TXN_DTL,ETL_FL_NM,数据源表,128,9,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4220,,SOR,PPN_TMSTAMP,TFR_TXN_DTL,PPN_TMSTAMP,加载时间戳,10,10,TIMESTAMP,,,,,,,Y,,,,,1,NONE,1
4221,,SOR,SRC_STM_ID,TFR_TXN_DTL,SRC_STM_ID,源系统ID,8,11,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4222,,SOR,JOB_SEQ_ID,TFR_TXN_DTL,JOB_SEQ_ID,数据平台作业序列号,4,12,INTEGER,,,,,,,Y,,,,,1,NONE,1
4223,,SOR,LAST_ETL_ACG_DT,TFR_TXN_DTL,LAST_ETL_ACG_DT,ETL更新日期,4,13,DATE,,,,,,,Y,,,,,1,NONE,1
4224,,SOR,DEL_F,TFR_TXN_DTL,DEL_F,删除标志,2,14,SMALLINT,,,,,,,Y,,,,,1,NONE,1
4225,,SOR,TXN_RUN_NO,SPCL_CST_LST_RUN_NO,TXN_RUN_NO,业务流水号,32,0,VARCHAR,,1,,1,,,N,,,,,1,NONE,1
4226,,SOR,IDTFY_NO,SPCL_CST_LST_RUN_NO,IDTFY_NO,证件号,32,1,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4227,,SOR,STS_TP_ID,SPCL_CST_LST_RUN_NO,STS_TP_ID,状态标志,8,2,BIGINT,,,,,,,Y,,,,,1,NONE,1
4228,,SOR,B_DT,SPCL_CST_LST_RUN_NO,B_DT,起始日期,4,3,DATE,,,,,,,Y,,,,,1,NONE,1
4229,,SOR,SPCL_CST_TP_ID,SPCL_CST_LST_RUN_NO,SPCL_CST_TP_ID,特定客户类型,8,4,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4230,,SOR,END_DT,SPCL_CST_LST_RUN_NO,END_DT,结束时间,4,5,DATE,,,,,,,Y,,,,,1,NONE,1
4231,,SOR,RGST_OU_IP_ID,SPCL_CST_LST_RUN_NO,RGST_OU_IP_ID,登记机构,20,6,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4232,,SOR,RGST_EMPE_ID,SPCL_CST_LST_RUN_NO,RGST_EMPE_ID,登记人,20,7,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4233,,SOR,UPD_DT,SPCL_CST_LST_RUN_NO,UPD_DT,更新日期,4,9,DATE,,,,,,,Y,,,,,1,NONE,1
4234,,SOR,CST_NM,SPCL_CST_LST_RUN_NO,CST_NM,客户名称,80,10,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4235,,SOR,INPT_DT,SPCL_CST_LST_RUN_NO,INPT_DT,输入日期,4,8,DATE,,,,,,,Y,,,,,1,NONE,1
4236,,SOR,DSC,SPCL_CST_LST_RUN_NO,DSC,说明,256,11,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4237,,SOR,ID_TP_ID,SPCL_CST_LST_RUN_NO,ID_TP_ID,证件类型,8,13,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4238,,SOR,CST_ID,SPCL_CST_LST_RUN_NO,CST_ID,客户号,20,12,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4239,,SOR,GTR_FTR_SRC_TP_ID,SPCL_CST_LST_RUN_NO,GTR_FTR_SRC_TP_ID,集合属性来源类型代码,8,15,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4240,,SOR,GTR_FTR_LMT_TP_ID,SPCL_CST_LST_RUN_NO,GTR_FTR_LMT_TP_ID,集合属性限制类型代码,8,16,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4241,,SOR,ERL_RSN_TP_ID,SPCL_CST_LST_RUN_NO,ERL_RSN_TP_ID,列入原因,8,14,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4242,,SOR,PPN_TMSTAMP,SPCL_CST_LST_RUN_NO,PPN_TMSTAMP,加载时间戳,10,18,TIMESTAMP,,,,,,,Y,,,,,1,NONE,1
4243,,SOR,SRC_STM_ID,SPCL_CST_LST_RUN_NO,SRC_STM_ID,源系统ID,8,19,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4244,,SOR,ETL_FL_NM,SPCL_CST_LST_RUN_NO,ETL_FL_NM,数据源表,128,17,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4245,,SOR,JOB_SEQ_ID,SPCL_CST_LST_RUN_NO,JOB_SEQ_ID,数据平台作业序列号,4,20,INTEGER,,,,,,,Y,,,,,1,NONE,1
4246,,SOR,LAST_ETL_ACG_DT,SPCL_CST_LST_RUN_NO,LAST_ETL_ACG_DT,ETL更新日期,4,21,DATE,,,,,,,Y,,,,,1,NONE,1
4247,,SOR,DEL_F,SPCL_CST_LST_RUN_NO,DEL_F,删除标志,2,22,SMALLINT,,,,,,,Y,,,,,1,NONE,1
4248,,SOR,SCT_AR_ID,SCT_AR_X_RI_X_OBJ_AR,SCT_AR_ID,担保合同编号,32,0,CHARACTER,,,,1,,,N,,,,,1,NONE,1
4249,,SOR,RLTN_TP_ID,SCT_AR_X_RI_X_OBJ_AR,RLTN_TP_ID,关系类型,8,1,BIGINT,,,,2,,,N,,1,,,1,NONE,1
4250,,SOR,EFF_DT,SCT_AR_X_RI_X_OBJ_AR,EFF_DT,有效日期,4,2,DATE,,,,3,,,N,,,,,1,NONE,1
4251,,SOR,SCT_OBJ_AR_ID,SCT_AR_X_RI_X_OBJ_AR,SCT_OBJ_AR_ID,担保对象编号,32,4,CHARACTER,,1,,5,,,N,,,,,1,NONE,1
4252,,SOR,END_DT,SCT_AR_X_RI_X_OBJ_AR,END_DT,结束日期,4,5,DATE,,,,,,,Y,,,,,1,NONE,1
4253,,SOR,ETL_FL_NM,SCT_AR_X_RI_X_OBJ_AR,ETL_FL_NM,数据源表,128,6,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4254,,SOR,PPN_TMSTAMP,SCT_AR_X_RI_X_OBJ_AR,PPN_TMSTAMP,加载时间戳,10,7,TIMESTAMP,,,,,,,Y,,,,,1,NONE,1
4255,,SOR,SRC_STM_ID,SCT_AR_X_RI_X_OBJ_AR,SRC_STM_ID,源系统ID,8,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4256,,SOR,JOB_SEQ_ID,SCT_AR_X_RI_X_OBJ_AR,JOB_SEQ_ID,数据平台作业序列号,4,9,INTEGER,,,,,,,Y,,,,,1,NONE,1
4257,,SOR,SCT_RI_ID,SCT_AR_X_RI_X_OBJ_AR,SCT_RI_ID,资源项（担保物）编号,32,3,CHARACTER,,,,4,,,N,,,,,1,NONE,1
4258,,SOR,AC_AR_ID,SCD_OR_THD_KND_AC_AR,AC_AR_ID,账号,32,0,CHARACTER,,1,,1,,,N,,,,,1,NONE,1
4259,,SOR,ACG_OU_IP_ID,SCD_OR_THD_KND_AC_AR,ACG_OU_IP_ID,核算机构,20,1,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4260,,SOR,OPNG_ORG_IP_ID,SCD_OR_THD_KND_AC_AR,OPNG_ORG_IP_ID,开户机构,20,2,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4261,,SOR,END_DT,SCD_OR_THD_KND_AC_AR,END_DT,销户日期,4,16,DATE,,,,,,,Y,,,,,1,NONE,1
4262,,SOR,AC_OPN_CHNL_TP_ID,SCD_OR_THD_KND_AC_AR,AC_OPN_CHNL_TP_ID,开户渠道,8,17,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4263,,SOR,CST_ID,SCD_OR_THD_KND_AC_AR,CST_ID,客户号码,20,3,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4264,,SOR,AC_TP_ID,SCD_OR_THD_KND_AC_AR,AC_TP_ID,账户类型,8,4,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4265,,SOR,BD_BNK_NO,SCD_OR_THD_KND_AC_AR,BD_BNK_NO,绑定行号,20,5,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4266,,SOR,BD_BNK_NM,SCD_OR_THD_KND_AC_AR,BD_BNK_NM,绑定行名,80,6,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4267,,SOR,BD_AC_AR_ID,SCD_OR_THD_KND_AC_AR,BD_AC_AR_ID,绑定账号,32,7,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4268,,SOR,BD_AC_NM,SCD_OR_THD_KND_AC_AR,BD_AC_NM,绑定账户户名,80,8,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4269,,SOR,BD_MB_PHON_NO,SCD_OR_THD_KND_AC_AR,BD_MB_PHON_NO,绑定手机号,20,9,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4270,,SOR,BD_TP_ID,SCD_OR_THD_KND_AC_AR,BD_TP_ID,绑定种类,8,10,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4271,,SOR,STS_TP_ID,SCD_OR_THD_KND_AC_AR,STS_TP_ID,状态,8,11,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4272,,SOR,BAL_LMT,SCD_OR_THD_KND_AC_AR,BAL_LMT,余额限制,20,12,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4273,,SOR,AMT_LMT,SCD_OR_THD_KND_AC_AR,AMT_LMT,发生额限制,20,13,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4274,,SOR,TFRRED_AMT_LMT,SCD_OR_THD_KND_AC_AR,TFRRED_AMT_LMT,划转金额限制,20,14,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4275,,SOR,AC_OPN_DT,SCD_OR_THD_KND_AC_AR,AC_OPN_DT,开户日期,4,15,DATE,,,,,,,Y,,,,,1,NONE,1
4276,,SOR,ETL_FL_NM,SCD_OR_THD_KND_AC_AR,ETL_FL_NM,,128,18,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4277,,SOR,PPN_TMSTAMP,SCD_OR_THD_KND_AC_AR,PPN_TMSTAMP,,10,19,TIMESTAMP,,,,,,,Y,,,,,1,NONE,1
4278,,SOR,SRC_STM_ID,SCD_OR_THD_KND_AC_AR,SRC_STM_ID,,8,20,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4279,,SOR,JOB_SEQ_ID,SCD_OR_THD_KND_AC_AR,JOB_SEQ_ID,,4,21,INTEGER,,,,,,,Y,,,,,1,NONE,1
4280,,SOR,LAST_ETL_ACG_DT,SCD_OR_THD_KND_AC_AR,LAST_ETL_ACG_DT,,4,22,DATE,,,,,,,Y,,,,,1,NONE,1
4281,,SOR,DEL_F,SCD_OR_THD_KND_AC_AR,DEL_F,,2,23,SMALLINT,,,,,,,Y,,,,,1,NONE,1
4282,,SOR,RPYMT_DT,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_DT,还款日期,4,0,DATE,,,,1,,,N,,,,,1,NONE,1
4283,,SOR,SND_OU_IP_ID,NON_INSTL_LN_RPYMT_RGST_DTL,SND_OU_IP_ID,发送机构,20,1,CHARACTER,,,,2,,,N,,,,,1,NONE,1
4284,,SOR,RPYMT_SEQ_NO,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_SEQ_NO,还款序号,4,2,INTEGER,,,,3,,,N,,,,,1,NONE,1
4285,,SOR,RUN_NO,NON_INSTL_LN_RPYMT_RGST_DTL,RUN_NO,流水号,4,3,INTEGER,,1,,4,,,N,,,,,1,NONE,1
4286,,SOR,LOAN_AR_ID,NON_INSTL_LN_RPYMT_RGST_DTL,LOAN_AR_ID,借据编号,32,4,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4287,,SOR,ACG_OU_IP_ID,NON_INSTL_LN_RPYMT_RGST_DTL,ACG_OU_IP_ID,核算机构,20,5,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4288,,SOR,CCY_ID,NON_INSTL_LN_RPYMT_RGST_DTL,CCY_ID,币种,8,6,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4289,,SOR,RPYMT_TP_ID,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_TP_ID,还款类型,8,7,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4290,,SOR,RPYMT_AC_AR_ID,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_AC_AR_ID,还款账户标识,32,8,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4291,,SOR,RPYMT_CHNL_TP_ID,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_CHNL_TP_ID,归还渠道,8,9,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4292,,SOR,RPYMT_CMPD_INT,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_CMPD_INT,归还复息,20,10,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4293,,SOR,RPYMT_AMT,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_AMT,归还金额,20,11,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4294,,SOR,RPYMT_MOD_TP_ID,NON_INSTL_LN_RPYMT_RGST_DTL,RPYMT_MOD_TP_ID,归还方式,8,12,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4295,,SOR,IDV_ORG_F,NON_INSTL_LN_RPYMT_RGST_DTL,IDV_ORG_F,公私标志,8,13,BIGINT,,,,,,,Y,,,,,1,NONE,1
4296,,SOR,DEBT_RUN_NO,NON_INSTL_LN_RPYMT_RGST_DTL,DEBT_RUN_NO,欠款流水号,4,14,INTEGER,,,,,,,Y,,,,,1,NONE,1
4297,,SOR,DLQ_DT,NON_INSTL_LN_RPYMT_RGST_DTL,DLQ_DT,欠款日期,4,15,DATE,,,,,,,Y,,,,,1,NONE,1
4298,,SOR,DLQ_TP_ID,NON_INSTL_LN_RPYMT_RGST_DTL,DLQ_TP_ID,欠款类型,8,16,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4299,,SOR,ETL_FL_NM,NON_INSTL_LN_RPYMT_RGST_DTL,ETL_FL_NM,数据源表,128,17,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4300,,SOR,PPN_TMSTAMP,NON_INSTL_LN_RPYMT_RGST_DTL,PPN_TMSTAMP,加载时间戳,10,18,TIMESTAMP,,,,,,,Y,,,,,1,NONE,1
4301,,SOR,SRC_STM_ID,NON_INSTL_LN_RPYMT_RGST_DTL,SRC_STM_ID,源系统ID,8,19,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4302,,SOR,JOB_SEQ_ID,NON_INSTL_LN_RPYMT_RGST_DTL,JOB_SEQ_ID,数据平台作业序列号,4,20,INTEGER,,,,,,,Y,,,,,1,NONE,1
4303,,SOR,LAST_ETL_ACG_DT,NON_INSTL_LN_RPYMT_RGST_DTL,LAST_ETL_ACG_DT,ETL更新日期,4,21,DATE,,,,,,,Y,,,,,1,NONE,1
4304,,SOR,DEL_F,NON_INSTL_LN_RPYMT_RGST_DTL,DEL_F,删除标志,2,22,SMALLINT,,,,,,,Y,,,,,1,NONE,1
4305,,SOR,EBNK_TXN_RUN_NO,MB_EBNK_TXN_RUN,EBNK_TXN_RUN_NO,,20,0,CHARACTER,,1,,1,,,N,,,,,1,YEAR,1
4306,,SOR,EBNK_TXN_CD,MB_EBNK_TXN_RUN,EBNK_TXN_CD,手机银行交易代码,8,1,VARCHAR,,,,,,,Y,,,,,1,YEAR,1
4307,,SOR,CHRG_TP_ID,MB_EBNK_TXN_RUN,CHRG_TP_ID,费用类型,8,2,BIGINT,,,,,,,Y,,1,,,1,YEAR,1
4308,,SOR,EMGNCY_TP_ID,MB_EBNK_TXN_RUN,EMGNCY_TP_ID,加急类型,8,3,BIGINT,,,,,,,Y,,1,,,1,YEAR,1
4309,,SOR,TXN_CCY_ID,MB_EBNK_TXN_RUN,TXN_CCY_ID,交易币种,8,4,BIGINT,,,,,,,Y,,1,,,1,YEAR,1
4310,,SOR,MB_CST_ID,MB_EBNK_TXN_RUN,MB_CST_ID,客户号,20,5,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4311,,SOR,MB_ACS_TP_ID,MB_EBNK_TXN_RUN,MB_ACS_TP_ID,手机应用类型,8,6,BIGINT,,,,,,,Y,,1,,,1,YEAR,1
4312,,SOR,PYE_AC_NO,MB_EBNK_TXN_RUN,PYE_AC_NO,收款方账号,32,7,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4313,,SOR,PYE_SUB_AC_NO,MB_EBNK_TXN_RUN,PYE_SUB_AC_NO,收款方子账号,32,8,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4314,,SOR,PYE_CST_NM,MB_EBNK_TXN_RUN,PYE_CST_NM,收款方客户名称,64,9,VARCHAR,,,,,,,Y,,,,,1,YEAR,1
4315,,SOR,PYE_OPNG_BNK_NO,MB_EBNK_TXN_RUN,PYE_OPNG_BNK_NO,收款方开户行号,20,10,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4316,,SOR,PYR_AC_NO,MB_EBNK_TXN_RUN,PYR_AC_NO,付款方账号,32,11,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4317,,SOR,PYR_SUB_AC_NO,MB_EBNK_TXN_RUN,PYR_SUB_AC_NO,付款方子账号,32,12,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4318,,SOR,PYR_CST_NM,MB_EBNK_TXN_RUN,PYR_CST_NM,付款方户名,64,13,VARCHAR,,,,,,,Y,,,,,1,YEAR,1
4319,,SOR,PYR_OPNG_BNK_NO,MB_EBNK_TXN_RUN,PYR_OPNG_BNK_NO,付款方开户行号,20,14,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4320,,SOR,HOST_ORD_STS_TP_ID,MB_EBNK_TXN_RUN,HOST_ORD_STS_TP_ID,主机指令状态,8,15,BIGINT,,,,,,,Y,,1,,,1,YEAR,1
4321,,SOR,HOST_TXN_RUN_NO,MB_EBNK_TXN_RUN,HOST_TXN_RUN_NO,主机交易流水号,64,16,VARCHAR,,,,,,,Y,,,,,1,YEAR,1
4322,,SOR,TXN_AMT,MB_EBNK_TXN_RUN,TXN_AMT,交易金额,20,17,DECIMAL,,,,,,,Y,1,,,,1,YEAR,1
4323,,SOR,CHRG_AMT,MB_EBNK_TXN_RUN,CHRG_AMT,费用金额,20,18,DECIMAL,,,,,,,Y,1,,,,1,YEAR,1
4324,,SOR,SBMT_DT,MB_EBNK_TXN_RUN,SBMT_DT,提交日期,4,19,DATE,,,,,,,Y,,,,,1,YEAR,1
4325,,SOR,BNK_ID,MB_EBNK_TXN_RUN,BNK_ID,多法人行标识,20,20,CHARACTER,,,,,,,Y,,,,,1,YEAR,1
4326,,SOR,PPN_TMSTAMP,MB_EBNK_TXN_RUN,PPN_TMSTAMP,,10,23,TIMESTAMP,,,,,,,Y,,,,,1,YEAR,1
4327,,SOR,SRC_STM_ID,MB_EBNK_TXN_RUN,SRC_STM_ID,,8,24,VARCHAR,,,,,,,Y,,,,,1,YEAR,1
4328,,SOR,JOB_SEQ_ID,MB_EBNK_TXN_RUN,JOB_SEQ_ID,,4,25,INTEGER,,,,,,,Y,,,,,1,YEAR,1
4329,,SOR,LAST_ETL_ACG_DT,MB_EBNK_TXN_RUN,LAST_ETL_ACG_DT,,4,26,DATE,,,,,,,Y,,,,,1,YEAR,1
4330,,SOR,DEL_F,MB_EBNK_TXN_RUN,DEL_F,,2,27,SMALLINT,,,,,,,Y,,,,,1,YEAR,1
4331,,SOR,LST_UPD_TM,MB_EBNK_TXN_RUN,LST_UPD_TM,最后更新时间,10,21,TIMESTAMP,,,,,,,Y,,,,,1,YEAR,1
4332,,SOR,ETL_FL_NM,MB_EBNK_TXN_RUN,ETL_FL_NM,,128,22,VARCHAR,,,,,,,Y,,,,,1,YEAR,1
4333,,SOR,LOAN_AR_ID,LOAN_AR,LOAN_AR_ID,借据编号,32,0,CHARACTER,,1,,1,,,N,,,,,1,NONE,1
4334,,SOR,LN_TP_ID,LOAN_AR,LN_TP_ID,借据类型ID,8,1,BIGINT,,,,,,,N,,1,,,1,NONE,1
4335,,SOR,OCCR_DT,LOAN_AR,OCCR_DT,发生日期,4,2,DATE,,,,,,,Y,,,,,1,NONE,1
4336,,SOR,EFF_DT,LOAN_AR,EFF_DT,有效日期,4,3,DATE,,,,,,,Y,,,,,1,NONE,1
4337,,SOR,CORE_DFN_LN_PD_ID,LOAN_AR,CORE_DFN_LN_PD_ID,核心定义产品代码,32,6,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4338,,SOR,CTR_AR_ID,LOAN_AR,CTR_AR_ID,合同号,32,7,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4339,,SOR,CST_ID,LOAN_AR,CST_ID,客户ID,20,8,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4340,,SOR,LST_CST_AVY_DT,LOAN_AR,LST_CST_AVY_DT,上次交易日期,4,9,DATE,,,,,,,Y,,,,,1,NONE,1
4341,,SOR,CST_IDV_ORG_F,LOAN_AR,CST_IDV_ORG_F,客户对私对公标志,8,10,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4342,,SOR,OU_IP_ID,LOAN_AR,OU_IP_ID,所属机构,20,11,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4343,,SOR,OPNG_OU_IP_ID,LOAN_AR,OPNG_OU_IP_ID,开户机构,20,12,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4344,,SOR,AC_MNG_ID,LOAN_AR,AC_MNG_ID,管户经理,20,13,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4345,,SOR,RGST_EP_ID,LOAN_AR,RGST_EP_ID,登记人,20,14,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4346,,SOR,ACG_STC_ITM_ID,LOAN_AR,ACG_STC_ITM_ID,科目号,12,15,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4347,,SOR,AR_SCR_TP_ID,LOAN_AR,AR_SCR_TP_ID,借据担保类型,8,16,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4348,,SOR,CRN_ACG_AR_ID,LOAN_AR,CRN_ACG_AR_ID,贷款余额账户标识,32,17,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4349,,SOR,MGN_AC_AR_ID,LOAN_AR,MGN_AC_AR_ID,保证金账号,32,18,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4350,,SOR,END_DT,LOAN_AR,END_DT,销户日期,4,4,DATE,,,,,,,Y,,,,,1,NONE,1
4351,,SOR,PD_ID,LOAN_AR,PD_ID,产品编号,4,5,INTEGER,,,,,,,Y,,,,,1,NONE,1
4352,,SOR,LN_ISSE_AC_AR_ID,LOAN_AR,LN_ISSE_AC_AR_ID,放款账号,32,21,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4353,,SOR,CCY_ID,LOAN_AR,CCY_ID,币种,8,22,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4354,,SOR,LND_FOR_RPYMT_F,LOAN_AR,LND_FOR_RPYMT_F,还旧借新标志,8,23,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4355,,SOR,LN_ISSU_DT,LOAN_AR,LN_ISSU_DT,信贷发放日期,4,24,DATE,,,,,,,Y,,,,,1,NONE,1
4356,,SOR,LN_FIVE_RT_CL_ID,LOAN_AR,LN_FIVE_RT_CL_ID,贷款五级分类,8,25,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4357,,SOR,LN_BSN_STS_TP_ID,LOAN_AR,LN_BSN_STS_TP_ID,业务状态,8,26,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4358,,SOR,LN_SETL_WAY_TP_ID,LOAN_AR,LN_SETL_WAY_TP_ID,,8,27,BIGINT,,,,,,,Y,,,,,1,NONE,1
4359,,SOR,LN_AR_LCS_TP_ID,LOAN_AR,LN_AR_LCS_TP_ID,借据生命周期状态,8,28,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4360,,SOR,LN_AR_NM,LOAN_AR,LN_AR_NM,借据名称,128,29,VARCHAR,,,,,,,Y,,,,,1,NONE,1
4361,,SOR,LN_PRD_TP_ID,LOAN_AR,LN_PRD_TP_ID,贷款期限类型,8,30,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4362,,SOR,LN_PRD_NBR,LOAN_AR,LN_PRD_NBR,贷款期限,4,31,INTEGER,,,,,,,Y,,,,,1,NONE,1
4363,,SOR,LN_FOUR_RT_CL_ID,LOAN_AR,LN_FOUR_RT_CL_ID,贷款四级分类,8,32,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4364,,SOR,LN_FOUR_RT_NML_AMT,LOAN_AR,LN_FOUR_RT_NML_AMT,四级正常余额,20,33,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4365,,SOR,PM_AC_AR_ID,LOAN_AR,PM_AC_AR_ID,还款账号,32,19,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4366,,SOR,PYMT_INT_AC_AR_ID,LOAN_AR,PYMT_INT_AC_AR_ID,还息账号,32,20,CHARACTER,,,,,,,Y,,,,,1,NONE,1
4367,,SOR,LN_PPS_TP_ID,LOAN_AR,LN_PPS_TP_ID,用途,8,35,BIGINT,,,,,,,Y,,,,,1,NONE,1
4368,,SOR,LN_ISSU_AMT,LOAN_AR,LN_ISSU_AMT,贷款发放金额,20,36,DECIMAL,,,,,,,Y,1,,,,1,NONE,1
4369,,SOR,ETST_LN_TP_ID,LOAN_AR,ETST_LN_TP_ID,委托贷款类别,8,37,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4370,,SOR,SFT_LN_TP_ID,LOAN_AR,SFT_LN_TP_ID,贴息贷款类型,8,38,BIGINT,,,,,,,Y,,,,,1,NONE,1
4371,,SOR,INT_CLCN_PRD_ID,LOAN_AR,INT_CLCN_PRD_ID,计息周期,8,39,BIGINT,,,,,,,Y,,1,,,1,NONE,1
4372,,SOR,INT_CLCN_DT,LOAN_AR,INT_CLCN_DT,结息日期,4,40,DATE,,,,,,,Y,,,,,1,NONE,1
4373,,SOR,INT_CLCN_MED_TP_ID,LOAN_AR,INT_CLCN_MED_TP_ID,计息方式,8,41,BIGINT,,,,,,,Y,,1,,,1,NONE,1
